date,game,pick,p538,price,pBOV,value,league
2020-02-20,SPO-IST,Istanbul Basaksehir,0.2334,4.700,0.2127659574468085,0.08840635198453935,uel_3wm
2020-02-20,SPO-IST,Draw,0.284,3.700,0.27027027027027023,0.04834411876665404,uel_3wm
2020-02-20,AS -KAA,AS Roma,0.6435,1.434783,0.6969695068871042,-0.08309169679425685,uel_3wm
2020-02-20,AS -KAA,KAA Gent,0.1528,7.00,0.14285714285714285,0.06507105459985041,uel_3wm
2020-02-20,AS -KAA,Draw,0.2037,4.550,0.21978021978021978,-0.07894069602464303,uel_3wm
2020-02-21,NIC-BRE,Nice,0.4815,1.833333,0.5454546446281172,-0.13282376869806278,fl1_3wm
2020-02-21,NIC-BRE,Brest,0.2611,4.350,0.2298850574712644,0.1195516757132731,fl1_3wm
2020-02-21,NIC-BRE,Draw,0.2574,3.600,0.2777777777777778,-0.07916774583441248,fl1_3wm
2020-02-21,MET-LYO,Metz,0.2563,4.050,0.2469135802469136,0.03662278483451572,fl1_3wm
2020-02-21,MET-LYO,Lyon,0.4695,1.909091,0.5238094988662143,-0.11567518395359816,fl1_3wm
2020-02-21,MET-LYO,Draw,0.2741,3.600,0.2777777777777778,-0.013417649681786865,fl1_3wm
2020-02-21,DER-FUL,Derby County,0.3265,3.00,0.3333333333333333,-0.020929045431342427,elc_3wm
2020-02-21,DER-FUL,Fulham,0.4005,2.400,0.4166666666666667,-0.04036620890553474,elc_3wm
2020-02-21,DER-FUL,Draw,0.273,3.300,0.30303030303030304,-0.11000111000110994,elc_3wm
2020-02-21,BRE-NAP,Brescia,0.1796,5.750,0.17391304347826086,0.03166456860656539,isa_3wm
2020-02-21,BRE-NAP,Napoli,0.6066,1.540541,0.6491226134195714,-0.07009992321063538,isa_3wm
2020-02-21,BRE-NAP,Draw,0.2138,4.350,0.2298850574712644,-0.07523413223229375,isa_3wm
2020-02-21,REA-MAL,Real Betis,0.5599,1.500,0.6666666666666666,-0.1906888134785974,spd_3wm
2020-02-21,REA-MAL,Mallorca,0.2037,6.500,0.15384615384615385,0.24474151278274983,spd_3wm
2020-02-21,REA-MAL,Draw,0.2364,4.50,0.2222222222222222,0.059973679263019414,spd_3wm
2020-02-22,CHE-TOT,Chelsea,0.5473,1.833333,0.5454546446281172,0.0033717437819893938,bpl_3wm
2020-02-22,CHE-TOT,Tottenham Hotspur,0.2267,4.00,0.25,-0.10277900308778115,bpl_3wm
2020-02-22,CHE-TOT,Draw,0.226,3.950,0.2531645569620253,-0.12019715469922686,bpl_3wm
2020-02-22,BOL-UDI,Bologna,0.5336,1.909091,0.5238094988662143,0.018348015618039087,isa_3wm
2020-02-22,BOL-UDI,Udinese,0.2205,3.900,0.25641025641025644,-0.1628583057154487,isa_3wm
2020-02-22,BOL-UDI,Draw,0.2459,3.450,0.2898550724637681,-0.17875181969812168,isa_3wm
2020-02-22,SOU-AST,Southampton,0.5058,1.606061,0.6226413567106106,-0.23100307771967293,bpl_3wm
2020-02-22,SOU-AST,Aston Villa,0.2588,5.250,0.19047619047619047,0.26400235519246334,bpl_3wm
2020-02-22,SOU-AST,Draw,0.2354,4.250,0.23529411764705882,0.00044979759108401815,bpl_3wm
2020-02-22,HIB-LIV,Hibernian,0.4681,2.300,0.4347826086956522,0.07117579855660713,sp_3wm
2020-02-22,HIB-LIV,Livingston,0.2938,3.150,0.31746031746031744,-0.08053205398338134,sp_3wm
2020-02-22,HIB-LIV,Draw,0.2382,3.500,0.2857142857142857,-0.19947223221782412,sp_3wm
2020-02-22,ABE-ROS,Aberdeen,0.6512,1.625,0.6153846153846154,0.05499905499905495,sp_3wm
2020-02-22,ABE-ROS,Ross County,0.1395,5.250,0.19047619047619047,-0.36542072025942973,sp_3wm
2020-02-22,ABE-ROS,Draw,0.2094,4.250,0.23529411764705882,-0.1236586325074442,sp_3wm
2020-02-22,PRE-HUL,Preston North End,0.5112,1.606061,0.6226413567106106,-0.21799952408178916,elc_3wm
2020-02-22,PRE-HUL,Hull City,0.2201,5.250,0.19047619047619047,0.13459250124402328,elc_3wm
2020-02-22,PRE-HUL,Draw,0.2687,4.100,0.24390243902439027,0.09228716403278649,elc_3wm
2020-02-22,CHA-LUT,Charlton Athletic,0.4844,1.952381,0.5121951094586559,-0.057380490211923776,elc_3wm
2020-02-22,CHA-LUT,Luton Town,0.2496,3.700,0.27027027027027023,-0.0828135828135827,elc_3wm
2020-02-22,CHA-LUT,Draw,0.266,3.550,0.28169014084507044,-0.05898549189876098,elc_3wm
2020-02-22,STO-CAR,Stoke City,0.447,1.909091,0.5238094988662143,-0.1718333307969,elc_3wm
2020-02-22,STO-CAR,Cardiff City,0.2645,4.050,0.2469135802469136,0.06648929963359704,elc_3wm
2020-02-22,STO-CAR,Draw,0.2885,3.500,0.2857142857142857,0.009655855409754872,elc_3wm
2020-02-22,BAR-MID,Barnsley,0.3315,2.550,0.3921568627450981,-0.18297696152367443,elc_3wm
2020-02-22,BAR-MID,Middlesbrough,0.3809,2.650,0.37735849056603776,0.009297740703497646,elc_3wm
2020-02-22,BAR-MID,Draw,0.2876,3.350,0.29850746268656714,-0.03792580906316799,elc_3wm
2020-02-22,LEE-REA,Leeds United,0.6381,1.344828,0.7435895147929699,-0.16531815513707862,elc_3wm
2020-02-22,LEE-REA,Reading,0.1336,8.500,0.11764705882352941,0.1194082423388517,elc_3wm
2020-02-22,LEE-REA,Draw,0.2283,4.950,0.20202020202020202,0.11511081024878662,elc_3wm
2020-02-22,REA-VAL,Real Sociedad,0.5523,1.833333,0.5454546446281172,0.012394270092128915,spd_3wm
2020-02-22,REA-VAL,Valencia,0.2197,4.00,0.25,-0.13791533909877102,spd_3wm
2020-02-22,REA-VAL,Draw,0.2281,3.850,0.2597402597402597,-0.13871223033870986,spd_3wm
2020-02-22,LEI-MAN,Leicester City,0.2271,4.300,0.23255813953488372,-0.024034079854177548,bpl_3wm
2020-02-22,LEI-MAN,Manchester City,0.561,1.741,0.5743825387708213,-0.02385479281786327,bpl_3wm
2020-02-22,LEI-MAN,Draw,0.2119,4.200,0.23809523809523808,-0.12362075552259592,bpl_3wm
2020-02-22,FEY-FOR,Feyenoord,0.8054,1.210526,0.8260871720227405,-0.025685587314055756,de_3wm
2020-02-22,FEY-FOR,Fortuna Sittard,0.0604,10.00,0.1,-0.6556291390728477,de_3wm
2020-02-22,FEY-FOR,Draw,0.1341,6.500,0.15384615384615385,-0.1472494693971205,de_3wm
2020-02-22,LIL-TOU,Lille,0.6421,1.454545,0.6875002148438172,-0.0707058321816184,fl1_3wm
2020-02-22,LIL-TOU,Toulouse,0.1339,7.500,0.13333333333333333,0.004232013940751754,fl1_3wm
2020-02-22,LIL-TOU,Draw,0.224,4.400,0.22727272727272727,-0.014610389610389556,fl1_3wm
2020-02-22,ANG-MON,Angers,0.424,2.450,0.4081632653061224,0.0373507893723528,fl1_3wm
2020-02-22,ANG-MON,Montpellier,0.2665,3.050,0.3278688524590164,-0.23027711992126232,fl1_3wm
2020-02-22,ANG-MON,Draw,0.3096,3.050,0.3278688524590164,-0.059007921379252065,fl1_3wm
2020-02-22,FIO-AC ,Fiorentina,0.3568,2.850,0.3508771929824561,0.016599795452757526,isa_3wm
2020-02-22,FIO-AC ,AC Milan,0.3625,2.450,0.4081632653061224,-0.12596762843068252,isa_3wm
2020-02-22,FIO-AC ,Draw,0.2807,3.350,0.29850746268656714,-0.06343948231765989,isa_3wm
2020-02-22,FC -VVV,FC Groningen,0.5731,1.625,0.6153846153846154,-0.07378226380145762,de_3wm
2020-02-22,FC -VVV,VVV Venlo,0.1378,5.00,0.2,-0.45137880986937595,de_3wm
2020-02-22,FC -VVV,Draw,0.2891,3.800,0.2631578947368421,0.08973402028072615,de_3wm
2020-02-22,LEV-REA,Levante,0.1462,6.250,0.16,-0.0943912448700411,spd_3wm
2020-02-22,LEV-REA,Real Madrid,0.6726,1.454545,0.6875002148438172,-0.022153159149297066,spd_3wm
2020-02-22,LEV-REA,Draw,0.1812,4.850,0.2061855670103093,-0.13788944266175107,spd_3wm
2020-02-23,OSA-GRA,Osasuna,0.5058,1.952381,0.5121951094586559,-0.012643553694456001,spd_3wm
2020-02-23,OSA-GRA,Granada,0.2184,4.050,0.2469135802469136,-0.13055668611224167,spd_3wm
